,UserId,SnackId,prediction
0,1,82864,4.974002361297607
1,1,19593,4.986410140991211
2,1,22536,4.960647106170654
3,1,113032,4.969428062438965
4,1,36254,4.963278293609619
5,1,9253,4.972111701965332
6,1,123121,4.974056243896484
7,1,27989,4.978051662445068
8,1,11218,4.977102756500244
9,1,41458,4.991443634033203
10,2,132216,4.992219924926758
11,2,79004,4.984884738922119
12,2,19593,4.988433361053467
13,2,22536,4.987741947174072
14,2,113032,4.9715070724487305
15,2,116219,4.986743927001953
16,2,38546,4.947009563446045
17,2,98325,4.968017578125
18,2,113298,4.965174198150635
19,2,41458,4.991791248321533
20,3,70128,4.972468852996826
21,3,32496,4.953356742858887
22,3,19593,4.974606513977051
23,3,113032,4.9572248458862305
24,3,38546,4.972821235656738
25,3,27989,4.973281383514404
26,3,18343,4.953587532043457
27,3,65924,4.967770099639893
28,3,41458,4.974835395812988
29,3,26081,4.96373987197876
30,4,70128,4.9990057945251465
31,4,65671,4.951420783996582
32,4,22536,4.981202602386475
33,4,113032,4.980589866638184
34,4,36254,4.9530720710754395
35,4,12288,4.938721656799316
36,4,98325,4.9865922927856445
37,4,11218,4.9796905517578125
38,4,83697,4.95001220703125
39,4,41458,4.9912614822387695
40,5,128621,4.999093055725098
41,5,16790,4.958866119384766
42,5,77424,4.969089984893799
43,5,19593,4.960844039916992
44,5,124398,4.973909378051758
45,5,22536,4.971467971801758
46,5,4933,4.964696884155273
47,5,6065,4.984292507171631
48,5,11534,4.980475902557373
49,5,41458,4.985734939575195
50,6,21117,4.938477039337158
51,6,5674,4.930159568786621
52,6,58246,4.939967155456543
53,6,22536,4.934700012207031
54,6,113032,4.939408302307129
55,6,9253,4.948858261108398
56,6,70886,4.929099082946777
57,6,123121,4.939034461975098
58,6,38267,4.940707206726074
59,6,64788,4.931868076324463
60,7,19593,4.982274055480957
61,7,22536,4.9847517013549805
62,7,113032,4.980412483215332
63,7,9253,4.973658561706543
64,7,84396,4.953132629394531
65,7,18343,4.955641269683838
66,7,11534,4.979787826538086
67,7,98325,4.956547260284424
68,7,11218,4.98573637008667
69,7,294,4.961438179016113
70,8,79813,4.988754749298096
71,8,31642,4.9931440353393555
72,8,19593,4.934944152832031
73,8,136571,4.959865570068359
74,8,123121,4.965368270874023
75,8,88665,4.952200889587402
76,8,92332,4.935784816741943
77,8,294,4.933564186096191
78,8,41458,4.945056915283203
79,8,52022,4.953588962554932
80,9,42076,4.97130012512207
81,9,29899,4.971782684326172
82,9,77424,4.941872596740723
83,9,19593,4.956732749938965
84,9,124398,4.952926158905029
85,9,9253,4.952037811279297
86,9,98375,4.9476518630981445
87,9,6314,4.943600177764893
88,9,11608,4.9421563148498535
89,9,41458,4.94355583190918
90,10,54923,4.9944376945495605
91,10,19593,4.969019412994385
92,10,113032,4.989526748657227
93,10,38546,4.9569315910339355
94,10,9253,4.985391139984131
95,10,123121,4.981678485870361
96,10,9241,4.950538158416748
97,10,11608,4.950539588928223
98,10,112090,4.9777960777282715
99,10,41458,4.963088512420654
100,11,19593,4.95021915435791
101,11,22536,4.960303783416748
102,11,42590,4.94798469543457
103,11,9253,4.959758281707764
104,11,11534,4.95590877532959
105,11,7921,4.9734110832214355
106,11,98325,4.950040817260742
107,11,62695,4.947009563446045
108,11,11218,4.982105255126953
109,11,294,4.955097675323486
110,12,132216,4.9594550132751465
111,12,16790,4.956098556518555
112,12,5674,4.955270290374756
113,12,19593,4.9903564453125
114,12,113032,4.9587578773498535
115,12,116219,4.980140209197998
116,12,9253,4.972740173339844
117,12,11534,4.956886291503906
118,12,113298,4.9791483879089355
119,12,41458,4.9831624031066895
120,13,32231,4.992196083068848
121,13,79004,4.969882011413574
122,13,19593,4.981664657592773
123,13,124398,4.9681396484375
124,13,74342,4.971947193145752
125,13,113032,4.99289083480835
126,13,11534,4.9693193435668945
127,13,93726,4.980141639709473
128,13,41458,4.979727745056152
129,13,93567,4.972548961639404
130,14,16790,4.969480514526367
131,14,5674,4.973030090332031
132,14,2705,4.955397605895996
133,14,22536,4.969332695007324
134,14,113032,4.959950923919678
135,14,9253,4.980437755584717
136,14,9241,4.972967147827148
137,14,11534,4.954751014709473
138,14,98325,4.955262184143066
139,14,90973,4.954461097717285
140,15,79004,4.956939697265625
141,15,97799,4.97311544418335
142,15,19593,4.980472564697266
143,15,113032,4.980141639709473
144,15,9253,4.968542098999023
145,15,70886,4.970584392547607
146,15,9241,4.967502117156982
147,15,12288,4.980679512023926
148,15,65924,4.967829704284668
149,15,79275,4.973582744598389
150,16,1905,4.968947887420654
151,16,19593,4.97381591796875
152,16,116219,4.966969966888428
153,16,9241,4.97463321685791
154,16,80296,4.957732677459717
155,16,12288,4.962911128997803
156,16,113298,4.964666843414307
157,16,294,4.970185279846191
158,16,41458,4.965764045715332
159,16,79275,4.955646514892578
160,17,63391,4.998292922973633
161,17,112362,4.990964889526367
162,17,16790,4.951055526733398
163,17,79004,4.941562652587891
164,17,2291,4.953791618347168
165,17,22536,4.9608259201049805
166,17,74342,4.977402210235596
167,17,9253,4.957614421844482
168,17,11534,4.971440315246582
169,17,41458,4.982131004333496
170,18,102798,4.996479034423828
171,18,19593,4.9523515701293945
172,18,22536,4.973228931427002
173,18,9253,4.979325294494629
174,18,84396,4.955143928527832
175,18,6065,4.950413227081299
176,18,80296,4.952950954437256
177,18,12288,4.978170394897461
178,18,40161,4.960534572601318
179,18,41458,4.977806091308594
180,19,132780,4.992012977600098
181,19,16544,4.992825984954834
182,19,16790,4.966782569885254
183,19,79004,4.9683637619018555
184,19,19593,4.972785472869873
185,19,124398,4.986568450927734
186,19,22536,4.969847202301025
187,19,113032,4.990015506744385
188,19,98325,4.97653341293335
189,19,11218,4.9761786460876465
190,20,70014,4.999720573425293
191,20,65671,4.951755523681641
192,20,97799,4.98384428024292
193,20,22536,4.965085983276367
194,20,42590,4.980311870574951
195,20,9253,4.989772796630859
196,20,6065,4.965864181518555
197,20,27989,4.9740142822265625
198,20,11534,4.97101354598999
199,20,41458,4.978561878204346
200,21,15099,4.997739315032959
201,21,19593,4.984729766845703
202,21,113032,4.9574151039123535
203,21,116219,4.9740309715271
204,21,9253,4.967444896697998
205,21,70886,4.957038879394531
206,21,70988,4.949659824371338
207,21,11534,4.976578235626221
208,21,98325,4.956113338470459
209,21,113298,4.970459461212158
210,22,122021,4.953116416931152
211,22,20322,4.9974870681762695
212,22,22536,4.9793381690979
213,22,116219,4.953618049621582
214,22,19441,4.9545674324035645
215,22,9253,4.964334487915039
216,22,11218,4.9554290771484375
217,22,294,4.9698004722595215
218,22,41458,4.975258827209473
219,22,79275,4.976635456085205
220,23,50981,4.942681789398193
221,23,16790,4.965642929077148
222,23,65671,4.95897912979126
223,23,79004,4.945456027984619
224,23,19593,4.985787391662598
225,23,113032,4.979350566864014
226,23,18343,4.948111057281494
227,23,35264,4.961188316345215
228,23,11534,4.984766006469727
229,23,62771,4.951644420623779
230,24,99513,4.960303783416748
231,24,17699,4.983222484588623
232,24,22536,4.981390953063965
233,24,113032,4.963561058044434
234,24,27989,4.979277610778809
235,24,98325,4.979225158691406
236,24,113298,4.958832740783691
237,24,11218,4.988246917724609
238,24,294,4.9666428565979
239,24,41458,4.977384090423584
240,25,2705,4.953795433044434
241,25,22536,4.954867362976074
242,25,113032,4.972480773925781
243,25,116219,4.958898067474365
244,25,123121,4.94815731048584
245,25,9241,4.954014778137207
246,25,98325,4.94076681137085
247,25,113298,4.957935810089111
248,25,294,4.943544864654541
249,25,41458,4.961024284362793
250,26,95525,4.951480865478516
251,26,16790,4.945164680480957
252,26,5674,4.951196193695068
253,26,19593,4.965395927429199
254,26,113032,4.975593566894531
255,26,9253,4.9453535079956055
256,26,80296,4.938109397888184
257,26,27989,4.934239387512207
258,26,11218,4.954615116119385
259,26,41458,4.964029312133789
260,27,70128,4.942838668823242
261,27,44741,4.983834743499756
262,27,128979,4.9421067237854
263,27,26831,4.954989910125732
264,27,65671,4.939162254333496
265,27,19593,4.988332271575928
266,27,22536,4.969560146331787
267,27,74342,4.949431896209717
268,27,98325,4.944370746612549
269,27,41458,4.974203109741211
270,28,128621,4.965273380279541
271,28,79004,4.9740309715271
272,28,22536,4.949267387390137
273,28,113032,4.955129623413086
274,28,42590,4.955306529998779
275,28,9253,4.992157459259033
276,28,70886,4.960507869720459
277,28,9241,4.975022315979004
278,28,11218,4.977511882781982
279,28,41458,4.980643272399902
280,29,128621,4.96080207824707
281,29,124398,4.967294216156006
282,29,22536,4.978094100952148
283,29,113032,4.989484786987305
284,29,116219,4.973133563995361
285,29,102688,4.964310169219971
286,29,9241,4.968964099884033
287,29,11534,4.958187103271484
288,29,98325,4.987005710601807
289,29,41458,4.967383861541748
290,30,132216,4.969519138336182
291,30,95525,4.961496353149414
292,30,112912,4.996121406555176
293,30,91230,4.9972429275512695
294,30,22536,4.968481540679932
295,30,113032,4.979597568511963
296,30,109842,4.957685947418213
297,30,6065,4.972671985626221
298,30,112965,4.961133003234863
299,30,41458,4.98982572555542
300,31,122021,4.974167346954346
301,31,50836,4.999578475952148
302,31,35350,4.971114635467529
303,31,16790,4.938959121704102
304,31,113032,4.940869331359863
305,31,11534,4.964420318603516
306,31,11218,4.967631816864014
307,31,294,4.9709930419921875
308,31,58209,4.966460227966309
309,31,41458,4.9613118171691895
310,32,32137,4.995996475219727
311,32,16826,4.984905242919922
312,32,16790,4.972782135009766
313,32,65671,4.963322639465332
314,32,5674,4.933372497558594
315,32,19593,4.943689346313477
316,32,42590,4.9424262046813965
317,32,37534,4.977376937866211
318,32,41458,4.987159252166748
319,32,79275,4.978761672973633
320,33,116608,4.996912002563477
321,33,41345,4.973021030426025
322,33,79004,4.962200164794922
323,33,19593,4.9471211433410645
324,33,113032,4.964259147644043
325,33,22532,4.966732025146484
326,33,31883,4.976109981536865
327,33,98325,4.96733283996582
328,33,88337,4.951099395751953
329,33,106380,4.948376655578613
330,34,127733,4.994183540344238
331,34,103561,4.95958137512207
332,34,5674,4.973174571990967
333,34,19593,4.9889702796936035
334,34,113032,4.965569019317627
335,34,9253,4.982139587402344
336,34,18343,4.96552038192749
337,34,88337,4.954113006591797
338,34,90973,4.953919410705566
339,34,41458,4.976869583129883
340,35,43745,4.996858596801758
341,35,16790,4.978118896484375
342,35,5674,4.967803001403809
343,35,19593,4.983652114868164
344,35,113032,4.9870285987854
345,35,9253,4.971774101257324
346,35,9241,4.981921672821045
347,35,121041,4.9619574546813965
348,35,11534,4.957566738128662
349,35,41458,4.985105991363525
350,36,16790,4.972041130065918
351,36,79004,4.960476398468018
352,36,19593,4.958051681518555
353,36,113032,4.972942352294922
354,36,109842,4.951015472412109
355,36,123121,4.958752632141113
356,36,9241,4.957601547241211
357,36,88337,4.957858085632324
358,36,92332,4.93726110458374
359,36,41458,4.984563827514648
360,37,25316,4.974127769470215
361,37,29899,4.9694037437438965
362,37,97799,4.955780982971191
363,37,77424,4.9611663818359375
364,37,22536,4.970200538635254
365,37,19441,4.961202144622803
366,37,42590,4.973913192749023
